Região,Mês,Alimentação,Habitação,Residência,Vestuário,Transportes,Saúde,Despesas Pessoais,Educação,Comunicação,Alimentação (Peso),Habitação (Peso),Residência (Peso),Vestuário (Peso),Transportes (Peso),Saúde (Peso),Despesas Pessoais (Peso),Educação (Peso),Comunicação (Peso)
Belo Horizonte (MG),setembro 2014,"0,79","0,86","0,47","0,36","-0,02","0,16","0,6","0,12","0,15","21,9619","15,529","5,2832","6,9305","18,1742","10,9607","12,1435","4,6591","4,3579"
Belo Horizonte (MG),outubro 2014,"0,55","0,64","0,34","0,4","0,05","0,34","0,45","0,12","-0,08","22,0351","15,5915","5,2841","6,9237","18,0875","10,9286","12,1613","4,6434","4,3447"
Belo Horizonte (MG),novembro 2014,"0,57","0,37","0,04","0,65","0,29","0,53","0,53","0,17","-0,01","22,0749","15,633","5,2828","6,9262","18,0297","10,9254","12,1709","4,6318","4,3253"
Belo Horizonte (MG),dezembro 2014,"0,63","-0,07","0,52","-0,48","1,11","0,47","0,45","0,18","0,04","22,1089","15,626","5,2633","6,9426","18,0073","10,9387","12,1855","4,6209","4,3069"
Belo Horizonte (MG),janeiro 2015,"1,19","2,34","-0,12","-0,62","1,23","0,14","1,86","0,16","0,47","22,151","15,5462","5,2673","6,8791","18,1285","10,9423","12,1869","4,609","4,2897"
Belo Horizonte (MG),fevereiro 2015,"0,77","0,28","0,2","-0,68","1,88","0,65","1,22","7,44","0,11","22,178","15,7416","5,2051","6,7639","18,1571","10,8411","12,2817","4,5673","4,2641"
Belo Horizonte (MG),março 2015,"1,35","5,02","0,13","0,75","1,48","0,51","0,64","0,08","-1,55","22,109","15,6159","5,1597","6,6458","18,2993","10,7945","12,2984","4,8543","4,223"
Belo Horizonte (MG),abril 2015,"0,89","1,21","1,55","0,69","-0,09","1,28","-0,04","0,13","0,37","22,081","16,1599","5,0907","6,5981","18,2989","10,6912","12,1962","4,7873","4,0968"
Belo Horizonte (MG),maio 2015,"0,9","2,1","0,53","0,41","-0,29","0,99","0,4","0,08","0,15","22,1333","16,2494","5,1363","6,6003","18,1634","10,758","12,1117","4,7624","4,0852"
Belo Horizonte (MG),junho 2015,"0,46","1,28","0,65","0,44","0,22","1,05","1,22","0,42","0,63","22,1764","16,4742","5,1271","6,5805","17,9837","10,7884","12,0747","4,7326","4,0624"
Belo Horizonte (MG),julho 2015,"1,03","0,8","0,67","0,75","-0,21","0,82","1,02","0,07","0,54","22,1199","16,5661","5,1235","6,5621","17,8934","10,8237","12,1344","4,7185","4,0586"
Belo Horizonte (MG),agosto 2015,"-0,69","-0,02",0,"-0,05","0,49","0,3","0,61","0,17","0,18","22,2044","16,5925","5,1247","6,5691","17,7416","10,8424","12,1796","4,6916","4,0542"
Belo Horizonte (MG),setembro 2015,"0,01","1,18","0,07","0,22","0,48","0,67","0,25","0,17","-0,02","22,0405","16,5806","5,1221","6,5623","17,8199","10,8692","12,2481","4,6975","4,0597"
Belo Horizonte (MG),outubro 2015,"0,51","0,36","0,2","0,66","1,36","0,51","0,54","0,07","0,61","21,9525","16,7076","5,1045","6,5496","17,8326","10,897","12,2281","4,6859","4,0423"
Belo Horizonte (MG),novembro 2015,"1,61","-0,04","0,9","0,11","1,66","0,34","0,29","0,18","1,4","21,9296","16,6644","5,0833","6,5526","17,9634","10,8855","12,219","4,6603","4,042"
Belo Horizonte (MG),dezembro 2015,"1,25","-0,15","-0,22","0,9","0,85","0,54","0,49","0,25","0,06","22,0984","16,5196","5,0866","6,5053","18,1101","10,8325","12,1526","4,6302","4,0647"
Belo Horizonte (MG),janeiro 2016,"2,12","0,37","0,89","-0,57","1,88","1,16","1,34","0,28","0,14","22,2446","16,3997","5,0458","6,5254","18,1571","10,8279","12,1417","4,6146","4,0433"
Belo Horizonte (MG),fevereiro 2016,"0,94","0,33","0,84","0,15",1,"0,5","0,66","6,75","1,08","22,4496","16,267","5,0307","6,412","18,2806","10,825","12,1603","4,5733","4,0015"
Belo Horizonte (MG),março 2016,"1,93","-0,86","0,72","0,8","0,31","0,75","-0,17","0,66","-1,04","22,4395","16,1611","5,0234","6,3586","18,2836","10,7733","12,121","4,8343","4,0053"
Belo Horizonte (MG),abril 2016,"2,14","-0,85","0,66","-0,15","0,04","2,08","0,63","0,24","0,27","22,7608","15,944","5,035","6,3787","18,2509","10,8016","12,0418","4,8428","3,9444"
Belo Horizonte (MG),maio 2016,"1,11","1,94","0,66","-0,03","-0,74","1,46","1,29","0,06","0,11","23,0849","15,6975","5,0329","6,3246","18,1306","10,9485","12,0328","4,8205","3,9275"
Belo Horizonte (MG),junho 2016,"0,46","1,71","1,12","1,02","-0,12","0,8","0,74","0,11","0,01","23,1604","15,8783","5,0268","6,2738","17,8569","11,0226","12,094","4,7859","3,9012"
Belo Horizonte (MG),julho 2016,"1,61","0,13","0,58","0,64","0,03","0,53","0,91","-0,01","-0,05","23,1133","16,0438","5,0499","6,2962","17,7192","11,038","12,1037","4,7598","3,8761"
Belo Horizonte (MG),agosto 2016,"0,24","0,12","0,59","-0,47","0,26","0,68","0,59","0,65","-0,07","23,3365","15,963","5,0473","6,2968","17,6133","11,027","12,1366","4,7296","3,8498"
Belo Horizonte (MG),setembro 2016,"-0,7","0,77","-0,28","0,79","-0,81","0,47","0,07","0,32","0,35","23,3235","15,9355","5,0619","6,2485","17,6073","11,0688","12,1721","4,7464","3,836"
Belo Horizonte (MG),outubro 2016,"-0,08","0,62","-0,16","-0,22","0,92","0,51","0,35","0,11","0,14","23,1746","16,0673","5,0508","6,3017","17,4745","11,127","12,1879","4,7645","3,8518"
Belo Horizonte (MG),novembro 2016,"-0,24","0,41","0,17","-0,41","-0,02","0,65","0,71","0,18",0,"23,0807","16,1133","5,026","6,2671","17,5776","11,1467","12,19","4,7541","3,8446"
Belo Horizonte (MG),dezembro 2016,"-0,19","-0,67","-1,07","1,08","1,08","0,67","0,92","0,08","0,01","22,9895","16,1539","5,0264","6,2319","17,5458","11,2021","12,2566","4,7552","3,8386"
Belo Horizonte (MG),janeiro 2017,"0,23","0,58","0,47","-0,39","1,91","0,67","0,47","0,1","0,57","22,8909","16,007","4,9604","6,2836","17,6924","11,2499","12,339","4,7474","3,8295"
Belo Horizonte (MG),fevereiro 2017,"-0,26","0,29","-0,83","0,03","-0,15","0,31","0,35","6,64","0,83","22,7961","15,9974","4,9518","6,2192","17,9152","11,2534","12,3184","4,7217","3,8267"
Belo Horizonte (MG),março 2017,"-0,36","1,33","0,29","-0,49","-1,03","0,36","0,11","0,08","-0,82","22,6589","15,9887","4,8937","6,1998","17,8267","11,2495","12,3189","5,0182","3,8454"
Belo Horizonte (MG),abril 2017,"0,27","-1,36","0,03","0,33","-0,34","0,55","0,27","0,05","0,53","22,5864","16,2084","4,9101","6,1722","17,6507","11,295","12,3372","5,0246","3,8155"
Belo Horizonte (MG),maio 2017,"-0,04","1,28","0,13","0,85","-0,5","0,4","0,03","-0,01","-0,16","22,6654","16,0007","4,9153","6,1975","17,6039","11,3664","12,3808","5,0312","3,8388"
Belo Horizonte (MG),junho 2017,"-0,77","-2,21","-0,08","0,51","-0,45","0,55","0,23","0,11","0,07","22,6083","16,1719","4,9115","6,2369","17,479","11,388","12,3594","5,0204","3,8245"
Belo Horizonte (MG),julho 2017,"-0,47","1,87","0,08","-0,77","0,16","0,66","0,43","0,02","0,01","22,5436","15,8905","4,9314","6,299","17,4854","11,5062","12,448","5,0502","3,8458"
Belo Horizonte (MG),agosto 2017,"-1,59","0,99","0,34","0,68","2,11","0,44","0,28","-0,26","-0,14","22,3691","16,1382","4,9205","6,2314","17,4602","11,5464","12,464","5,0358","3,8343"
Belo Horizonte (MG),setembro 2017,"-0,53","0,22","-0,11","0,46","0,96","0,46","0,3","0,19","0,61","21,9482","16,2492","4,9226","6,2551","17,7754","11,5629","12,4614","5,0076","3,8176"
Belo Horizonte (MG),outubro 2017,"-0,25","1,48","0,1","0,2","0,44","0,34","0,08","-0,15","0,5","21,7812","16,246","4,9057","6,2688","17,904","11,5886","12,4686","5,0054","3,8317"
Belo Horizonte (MG),novembro 2017,"-0,71","1,02","-0,76","-0,39","-0,5","0,1","0,15","0,21","0,42","21,6518","16,4301","4,894","6,2602","17,9207","11,5881","12,4363","4,981","3,8377"
Belo Horizonte (MG),dezembro 2017,"0,38","-0,89","0,83","0,44","1,22","0,47","0,38","0,13","-0,1","21,5146","16,6111","4,8609","6,241","17,8457","11,6088","12,4653","4,9955","3,8571"
Belo Horizonte (MG),janeiro 2018,"0,63","-1,45","-0,55","-0,77","2,49","0,18","0,34","0,27","0,18","21,5268","16,4097","4,8852","6,2484","18,0049","11,6261","12,4723","4,9859","3,8407"
