Região,Mês,Alimentação,Habitação,Residência,Vestuário,Transportes,Saúde,Despesas Pessoais,Educação,Comunicação,Alimentação (Peso),Habitação (Peso),Residência (Peso),Vestuário (Peso),Transportes (Peso),Saúde (Peso),Despesas Pessoais (Peso),Educação (Peso),Comunicação (Peso)
Curitiba (PR),setembro 2016,"-0,96","0,45","0,37","-0,02","1,95","-0,63","-0,28","0,45","0,18","25,1837","16,3861","4,2414","7,0006","18,9336","11,5558","9,9163","3,438","3,3445"
Curitiba (PR),outubro 2016,"-0,33","0,2","-0,02","0,07","-0,32","0,22","0,56","-0,03","0,07","24,9083","16,4376","4,2513","6,9896","19,2764","11,4671","9,8753","3,4487","3,3458"
Curitiba (PR),novembro 2016,"-0,12","0,8","-0,13","-0,72","0,04","0,39","0,58","0,04","0,03","24,8334","16,4749","4,2513","6,9965","19,2187","11,4946","9,9329","3,4484","3,3491"
Curitiba (PR),dezembro 2016,"-0,06","-0,94","-0,97","0,53","0,86","0,54","0,87","0,13","-0,01","24,7652","16,5805","4,2393","6,9349","19,1954","11,5206","9,9749","3,4444","3,3448"
Curitiba (PR),janeiro 2017,"-0,16","0,01","-0,01","-0,24","0,28","1,79","0,84","0,22","0,42","24,7145","16,4007","4,1921","6,9619","19,3338","11,5659","10,0474","3,4439","3,3398"
Curitiba (PR),fevereiro 2017,"-0,48","0,01","0,56","0,17","1,21","0,66","0,3","4,68","0,5","24,5971","16,3512","4,1788","6,9239","19,3283","11,7365","10,1003","3,4408","3,3432"
Curitiba (PR),março 2017,"0,44","1,23","-0,49","0,08","-0,58","0,4","0,32","0,58","-0,5","24,373","16,2822","4,1839","6,9055","19,4758","11,7622","10,0859","3,5861","3,3453"
Curitiba (PR),abril 2017,"0,28","-1,34","-0,31","0,25","-0,43","1,46","-0,13","-0,19","0,92","24,4163","16,4397","4,1524","6,8926","19,3121","11,7784","10,0912","3,5975","3,3198"
Curitiba (PR),maio 2017,"-0,24","2,77","-0,44","1,38","-0,54","0,39","0,09","0,02","0,3","24,4962","16,2267","4,1415","6,913","19,2389","11,9561","10,0834","3,5922","3,352"
Curitiba (PR),junho 2017,"-0,69","0,25","-0,17","-0,53","-0,62","0,78","0,42","0,28","0,18","24,3329","16,6049","4,1057","6,9785","19,0526","11,951","10,0492","3,5775","3,3476"
Curitiba (PR),julho 2017,"-0,76","2,19","-0,81","0,12","1,24","0,62","0,19","0,18","0,05","24,198","16,6694","4,1042","6,9507","18,9606","12,0611","10,1055","3,5925","3,3581"
Curitiba (PR),agosto 2017,-1,"0,71","-0,08","-0,25","2,31","0,02","0,01","1,17","0,08","23,897","16,9514","4,0508","6,9245","19,1004","12,0765","10,0748","3,5812","3,3434"
Curitiba (PR),setembro 2017,"-0,62","-0,07","-0,14","-0,07","1,16","-0,08","0,79","-0,15","0,49","23,5745","17,0128","4,0335","6,883","19,4742","12,0363","10,0407","3,6107","3,3344"
Curitiba (PR),outubro 2017,"1,05","1,21","0,39","0,91","0,45","0,19","0,49","0,12","0,48","23,3971","16,9771","4,0224","6,8686","19,6724","12,0097","10,1063","3,6003","3,3462"
Curitiba (PR),novembro 2017,"-1,28","0,89","0,03","-0,08","-0,33","0,39","-0,01","-0,1","0,64","23,4765","17,0614","4,0095","6,8823","19,6214","11,9474","10,0839","3,5791","3,3385"
Curitiba (PR),dezembro 2017,"0,89","-0,75","-0,42","0,61","2,18","-0,15","0,45","0,35","-0,06","23,2125","17,2392","4,017","6,8875","19,5872","12,0127","10,0978","3,5811","3,3651"
Curitiba (PR),janeiro 2018,"1,11","-0,85","-0,13","-0,4","0,48","0,49","0,22","0,24","-0,09","23,2864","17,0134","3,9774","6,8904","19,9017","11,9268","10,0862","3,5735","3,3442"
Curitiba (PR),fevereiro 2018,"-0,37","0,02","0,58",-1,"0,11","0,2","0,24","4,35","0,13","23,4836","16,8248","3,9617","6,8444","19,9445","11,9542","10,0817","3,5727","3,3324"
Curitiba (PR),março 2018,"0,19","-0,55","0,85","1,3","-0,27","0,7","-0,09","0,2","-0,19","23,3725","16,8114","3,9807","6,7694","19,946","11,9664","10,0958","3,7243","3,3335"
Curitiba (PR),abril 2018,"0,14","-0,11","-0,11","-0,18","-0,39","1,13","0,23","0,12","-0,12","23,3937","16,7036","4,0108","6,8505","19,873","12,0393","10,077","3,7283","3,3239"
Curitiba (PR),maio 2018,"0,57","0,69","-0,13","0,92","0,07","0,85","-0,01","0,04","0,54","23,4087","16,6713","4,0031","6,8331","19,7789","12,1662","10,0919","3,7297","3,3171"
Curitiba (PR),junho 2018,"2,87","2,85","0,02","-0,75","1,9","0,38","0,33","0,28","-0,03","23,438","16,7127","3,9803","6,8658","19,7059","12,216","10,0463","3,7146","3,3205"
Curitiba (PR),julho 2018,"-0,67","2,51","0,81","-0,8","0,05","0,28","0,29","-0,98",0,"23,7403","16,9248","3,9199","6,7097","19,7715","12,0734","9,9243","3,6676","3,2684"
Curitiba (PR),agosto 2018,"-0,35","0,39","0,15","0,72","-1,74","0,4","0,53","0,23",0,"23,5149","17,3009","3,9408","6,6374","19,7258","12,0737","9,9256","3,6216","3,2594"
Curitiba (PR),setembro 2018,"-0,08","0,63","0,46","-0,01","2,15","0,14","0,21","0,07","-0,03","23,4784","17,4016","3,9544","6,6985","19,421","12,1454","9,9978","3,6369","3,2659"
Curitiba (PR),outubro 2018,"0,59","1,18","0,55","0,46",1,"-0,14","0,08","-0,06","0,09","23,3283","17,4124","3,9503","6,66","19,7266","12,0943","9,9627","3,6189","3,2465"
Curitiba (PR),novembro 2018,"0,24","-1,13","0,28","-1,3","-0,42","-0,39","0,88","0,09","-0,01","23,3286","17,5162","3,9488","6,652","19,8089","12,0069","9,9125","3,5956","3,2305"
Curitiba (PR),dezembro 2018,"0,21","-0,51","0,4","0,89","-1,42","0,08","0,55","0,15",0,"23,4445","17,3626","3,9701","6,5822","19,7774","11,9908","10,0258","3,6081","3,2385"
Curitiba (PR),janeiro 2019,"0,74","-0,15","0,02","-1,35","-0,44","0,02","0,47","-0,03","0,01","23,5353","17,3047","3,9929","6,6524","19,5308","12,0214","10,0984","3,6199","3,2442"
Curitiba (PR),fevereiro 2019,"1,12","-0,44","0,42","-0,66","-0,78","0,57","0,02","2,81","-0,04","23,7045","17,2746","3,9925","6,561","19,4408","12,0212","10,1437","3,6178","3,2438"
Curitiba (PR),março 2019,"1,43","-0,14","-0,22","0,52","2,18","0,25","0,31","0,52","-0,22","23,9272","17,1673","4,0019","6,5055","19,2531","12,0679","10,1276","3,7128","3,2367"
Curitiba (PR),abril 2019,"0,81","0,15","0,71","0,42","0,45","1,83","-0,06","-0,11","0,06","24,0674","17,0006","3,9601","6,4849","19,51","11,9977","10,0751","3,7013","3,2029"
Curitiba (PR),maio 2019,"-0,6","0,66","-0,71","1,18","-0,73","0,55","0,38","0,03","-0,09","24,1236","16,929","3,9652","6,4747","19,4859","12,1473","10,0117","3,6761","3,1864"
Curitiba (PR),junho 2019,"-0,22","0,56","0,05","-0,08","0,23","0,77","0,16","0,39",0,"23,9842","17,0442","3,938","6,5527","19,349","12,2173","10,0521","3,678","3,1843"
Curitiba (PR),julho 2019,"-0,01","0,63","-0,2","-0,34","-0,55",0,"0,64","-0,05","0,41","23,8817","17,1037","3,9317","6,5339","19,3529","12,2866","10,047","3,6849","3,1777"
Curitiba (PR),agosto 2019,"0,4","1,1","0,29","-1,19","0,04","0,01","-0,17","-0,64","-0,03","23,8685","17,2047","3,9223","6,5088","19,2373","12,2809","10,1065","3,6815","3,1895"
Curitiba (PR),setembro 2019,"-0,51","0,19","-0,11","0,71","0,35","0,25","0,06","0,14","0,08","23,9203","17,3611","3,9264","6,4198","19,2092","12,2592","10,0702","3,6512","3,1826"
Curitiba (PR),outubro 2019,"-0,28","-1,08","0,12","0,35","0,16","0,29","0,47","-0,14","-0,01","23,7822","17,3829","3,9198","6,4611","19,2649","12,282","10,0697","3,6542","3,1833"
Curitiba (PR),novembro 2019,"0,72","1,11","-1,17","0,17","0,43","-0,01","1,91","0,19","-0,06","23,7437","17,2158","3,9292","6,4911","19,319","12,3322","10,129","3,6535","3,1866"
Curitiba (PR),dezembro 2019,"3,26","-0,16","-0,15","0,38","1,84","0,19","1,52","0,29","1,11","23,7703","17,3024","3,8599","6,4626","19,2842","12,2563","10,2608","3,6382","3,1654"
Porto Alegre (RS),janeiro 2012,"0,22","0,59","-0,26","-0,33","0,19","-0,02","0,4","2,97","0,16","23,7535","13,8078","5,0204","7,2283","20,1207","11,1344","9,996","4,1974","4,7415"
Porto Alegre (RS),fevereiro 2012,"0,53","0,79","0,41","-0,65","-0,15","0,86","0,66","2,59","-0,3","23,734","13,8463","4,9919","7,1823","20,0982","11,0982","10,0054","4,309","4,7347"
Porto Alegre (RS),março 2012,"0,43","0,27","0,85","-0,31","0,34","0,06","-0,08","0,24","-0,08","23,7555","13,8944","4,9907","7,1048","19,9802","11,1455","10,0276","4,4012","4,7001"
Porto Alegre (RS),abril 2012,"0,88","0,73","-0,23","1,57","-0,45","1,78","2,22","0,14","0,75","23,8022","13,8997","5,0216","7,0663","20,0009","11,1262","9,9963","4,4016","4,6852"
Porto Alegre (RS),maio 2012,"0,41","0,72","0,36","2,18","-0,4","0,7","0,28","0,13","0,48","23,826","13,8922","4,9711","7,1214","19,757","11,2365","10,1385","4,3737","4,6836"
Porto Alegre (RS),junho 2012,"1,1","-0,17","-0,53","-0,1","-1,4","0,31","0,91","0,04","-0,07","23,8222","13,9334","4,9676","7,2458","19,5941","11,267","10,1234","4,3606","4,6859"
Porto Alegre (RS),julho 2012,"0,8","0,87","-0,1","0,18","0,43","0,36","1,31","0,11","0,28","24,0702","13,9015","4,9388","7,2348","19,3088","11,2959","10,2098","4,36","4,68"
Porto Alegre (RS),agosto 2012,"1,09","0,27","0,97","-0,36","0,18","0,69","-0,12","1,26","0,06","24,1194","13,9394","4,9046","7,2049","19,2757","11,2694","10,2826","4,3389","4,6651"
Porto Alegre (RS),setembro 2012,"1,45","0,78","0,23","-0,56","0,03","0,25","0,96","0,34","-0,03","24,2658","13,9107","4,9285","7,1446","19,218","11,2933","10,2209","4,3726","4,6456"
Porto Alegre (RS),outubro 2012,"0,93","0,16","0,01","0,78","0,58","0,24","0,34","0,18","0,27","24,4763","13,9387","4,9114","7,0639","19,1136","11,2568","10,2596","4,3622","4,6176"
Porto Alegre (RS),novembro 2012,"0,53","-0,22","0,11","0,83","0,63","0,2","0,67","0,21","0,59","24,5817","13,8915","4,8875","7,0838","19,1283","11,2283","10,2432","4,3485","4,6072"
Porto Alegre (RS),dezembro 2012,"1,1","0,36","0,67","1,42","-0,23","0,36","1,58","0,21","-0,12","24,6111","13,8044","4,8725","7,1134","19,1699","11,2045","10,2693","4,3397","4,6153"
Porto Alegre (RS),janeiro 2013,"1,85","-0,71","0,97","-1,34","0,74","0,89","2,32","1,83","0,02","24,7285","13,7697","4,875","7,1701","19,0094","11,1756","10,3678","4,3222","4,5817"
Porto Alegre (RS),fevereiro 2013,"1,01","-3,18","-0,34",0,"1,56","0,4","0,48","3,39","0,14","24,9684","13,5537","4,8795","7,0127","18,9854","11,1777","10,5168","4,3631","4,5428"
Porto Alegre (RS),março 2013,"0,85","0,33","0,11","0,31","0,28","0,36","0,39","0,6","0,36","25,1333","13,0773","4,8459","6,9882","19,2134","11,1833","10,5303","4,4951","4,5332"
Porto Alegre (RS),abril 2013,"-0,01","0,76","0,68","1,12","-0,35","1,74","-0,09","0,01","-0,19","25,2312","13,0599","4,8288","6,9776","19,1783","11,172","10,5221","4,5014","4,5286"
Porto Alegre (RS),maio 2013,"0,68","0,49","1,31","1,64","-0,15","0,61","0,53","0,03","-0,19","25,1499","13,1169","4,846","7,0336","19,0505","11,3309","10,4793","4,4876","4,5054"
Porto Alegre (RS),junho 2013,"0,26","-0,1","0,41","0,95","0,04",0,"0,04","0,26","0,25","25,1953","13,1149","4,8851","7,1128","18,9265","11,3424","10,4818","4,4665","4,4745"
Porto Alegre (RS),julho 2013,"0,07","0,97","0,4","-1,51","-0,52","0,42","0,98","-0,11","0,01","25,2176","13,0785","4,8965","7,1679","18,9007","11,3228","10,4676","4,4705","4,478"
Porto Alegre (RS),agosto 2013,"0,53","0,78","1,03","-0,45","-0,05","0,48","0,56","1,01","-0,04","25,2094","13,1914","4,911","7,0525","18,7833","11,3586","10,5593","4,4607","4,4739"
Porto Alegre (RS),setembro 2013,"1,3","0,37","0,42","0,89","0,43","0,45","0,2","0,24","0,13","25,2422","13,241","4,9416","6,9924","18,6986","11,3672","10,5755","4,4876","4,454"
Porto Alegre (RS),outubro 2013,"1,09","0,92","0,15","0,28","0,19","0,37","0,35","-0,22","0,35","25,4111","13,2073","4,9311","7,0102","18,661","11,3473","10,5299","4,4701","4,4318"
Porto Alegre (RS),novembro 2013,"0,38","1,6","1,07","0,84","0,15","0,34","0,84","0,19","0,51","25,5498","13,2563","4,9118","6,9915","18,5941","11,3274","10,5099","4,436","4,4231"
Porto Alegre (RS),dezembro 2013,"0,96","0,36","-0,64","0,06","1,38","0,75","0,31","0,04","0,78","25,4913","13,3879","4,9346","7,0079","18,5094","11,2978","10,5342","4,4179","4,4189"
Porto Alegre (RS),janeiro 2014,"0,45","0,45","0,57","-0,45","-0,14","-0,02","2,39","3,15",0,"25,5629","13,3468","4,8703","6,965","18,6396","11,306","10,496","4,3899","4,4234"
Porto Alegre (RS),fevereiro 2014,"0,15","0,74","1,07","-1,61","-0,03","0,82","1,46","3,16","-0,01","25,5428","13,3362","4,8723","6,8966","18,5141","11,2443","10,6896","4,5043","4,3999"
Porto Alegre (RS),março 2014,"3,24","-0,07","0,62","-0,04","0,54","0,56","0,09","0,14","-2,11","25,4631","13,3734","4,9019","6,7545","18,4226","11,2844","10,7956","4,6253","4,3792"
Porto Alegre (RS),abril 2014,"1,39","1,02","1,04","1,73","0,96","1,52","0,49","0,2","0,09","26,0468","13,2408","4,8866","6,6895","18,3517","11,2428","10,7053","4,5891","4,2474"
Porto Alegre (RS),maio 2014,"0,61","1,65","0,92","1,28","0,63","0,81","0,27","0,04","0,1","26,1275","13,2335","4,8848","6,7327","18,3314","11,2918","10,6431","4,5493","4,206"
Porto Alegre (RS),junho 2014,"-0,45","0,63","0,39","1,28","-0,32","0,6","2,06","-0,26","-0,09","26,0918","13,3511","4,8931","6,7679","18,3099","11,2982","10,5921","4,517","4,1789"
Porto Alegre (RS),julho 2014,"-0,49","1,41","0,93","-0,55","-0,32","0,17","0,09","0,23","-0,14","25,9012","13,3969","4,8982","6,8352","18,1997","11,3332","10,7798","4,4925","4,1633"
Porto Alegre (RS),agosto 2014,"0,14","0,59","-0,02","-0,53","-0,26","0,39","0,16","1,02","0,16","25,7631","13,5797","4,9417","6,7946","18,1329","11,3473","10,7844","4,5007","4,1556"
Porto Alegre (RS),setembro 2014,"0,74","0,14","-0,23","-0,02","0,75","0,27","0,22","0,18","0,36","25,7605","13,6405","4,9335","6,7489","18,0596","11,3754","10,7856","4,5398","4,1561"
Porto Alegre (RS),outubro 2014,"1,05","0,9","0,78","1,4","0,67","0,08","0,7","0,19","0,07","25,8453","13,6037","4,9022","6,7198","18,1208","11,3591","10,7655","4,5294","4,1541"
Porto Alegre (RS),novembro 2014,"0,59","0,27","-0,59","0,1","0,62","0,34","0,41","0,34","0,21","25,9241","13,6246","4,9042","6,7636","18,1072","11,2846","10,761","4,5045","4,1262"
Porto Alegre (RS),dezembro 2014,"0,72","2,19","0,27","0,93","0,85","0,35","0,49","-0,13","0,05","25,9778","13,6084","4,8563","6,7446","18,1488","11,2789","10,7638","4,5026","4,1188"
Porto Alegre (RS),janeiro 2015,"1,79","3,01","-0,2","0,12","0,04","0,42","1,8","1,55","-0,06","25,9554","13,7964","4,8306","6,753","18,1577","11,228","10,73","4,4608","4,0881"
Porto Alegre (RS),fevereiro 2015,"0,4","1,19","1,1","-1,35","3,1","0,65","0,94","3,93","-0,29","26,1083","14,0439","4,7645","6,6816","17,9504","11,142","10,7948","4,4768","4,0377"
Porto Alegre (RS),março 2015,"1,65","6,87","0,49","0,1","1,68","0,75","0,48","0,31","-1,63","25,9213","14,0519","4,7629","6,5178","18,3","11,0895","10,7748","4,6006","3,9812"
Porto Alegre (RS),abril 2015,"1,18","0,17","0,85","0,52","-0,3","1,68","0,52",0,"0,35","25,8795","14,7502","4,7008","6,4081","18,2756","10,9731","10,6334","4,5328","3,8465"
Porto Alegre (RS),maio 2015,"0,55","1,35","0,65","1,25","1,54","0,9","1,12","0,18","0,2","26,0291","14,687","4,7122","6,4028","18,1114","11,0901","10,6248","4,5057","3,8369"
Porto Alegre (RS),junho 2015,"0,79","0,12","1,13","1,53","0,77","0,7","1,5","-0,06","0,07","25,9212","14,7435","4,6972","6,4207","18,2149","11,0832","10,641","4,4705","3,8077"
Porto Alegre (RS),julho 2015,"1,26","1,12","1,6","-0,27","0,91","0,67","0,15","0,11","0,07","25,9321","14,6518","4,715","6,4702","18,2177","11,0774","10,7197","4,4343","3,7819"
Porto Alegre (RS),agosto 2015,"0,61","-0,13","0,93","-1,31","-0,19","0,75","0,71","1,1","0,14","26,0459","14,6971","4,7517","6,401","18,2358","11,0616","10,6494","4,4035","3,754"
Porto Alegre (RS),setembro 2015,"0,51","1,44","0,25","0,39","0,29","0,59","0,45","0,36",0,"26,1313","14,6374","4,7826","6,2998","18,1509","11,1139","10,6957","4,4395","3,7489"
Porto Alegre (RS),outubro 2015,"0,66","0,3","0,1","0,79","1,93","0,34","0,24","0,19","0,87","26,1179","14,7649","4,7675","6,289","18,1023","11,1165","10,6834","4,4305","3,728"
Porto Alegre (RS),novembro 2015,"2,31","1,03","0,58","0,7","0,28","0,79","0,08","0,15","1,4","26,1007","14,7032","4,738","6,2932","18,3189","11,0737","10,6319","4,4072","3,7333"
Porto Alegre (RS),dezembro 2015,"1,31","0,5","0,1","1,54","1,04","0,54","0,36","0,16","0,18","26,4309","14,7025","4,7166","6,2725","18,1824","11,0475","10,5322","4,3687","3,7468"
Porto Alegre (RS),janeiro 2016,"1,2","2,96","1,24","-0,14","2,83","0,61","1,09","0,22","1,49","26,5583","14,6559","4,683","6,3171","18,2222","11,0169","10,484","4,3398","3,7228"
Porto Alegre (RS),fevereiro 2016,"1,35","0,37","1,15","0,52","-0,02","1,1","0,81","5,64","0,72","26,4631","14,8573","4,668","6,2112","18,4501","10,9132","10,435","4,2822","3,72"
Porto Alegre (RS),março 2016,"2,15","-0,16","-0,21","0,27","0,32","0,66","0,26","1,16","-2,67","26,5633","14,7693","4,6765","6,1836","18,2704","10,9279","10,4182","4,4802","3,7108"
Porto Alegre (RS),abril 2016,"1,06","-0,56","1,24","1,43","0,73","3,19","0,2","0,04","2,52","26,9549","14,6488","4,6357","6,1595","18,208","10,9273","10,3757","4,5023","3,5878"
Porto Alegre (RS),maio 2016,"1,59","0,07","1,02","1,1","-0,05","1,45","1,87","0,36","-0,03","26,9865","14,4299","4,649","6,1893","18,1694","11,1702","10,2997","4,4621","3,6439"
Porto Alegre (RS),junho 2016,"0,16","0,29","-0,2","0,41","-0,93","0,27","0,07","0,15","0,08","27,1669","14,3092","4,6538","6,2003","17,9959","11,2292","10,3975","4,4375","3,6097"
Porto Alegre (RS),julho 2016,"1,3","0,55","0,33","-0,58","0,21","0,59","0,53","0,05","-0,06","27,2157","14,353","4,6454","6,2266","17,8324","11,2615","10,407","4,4451","3,6134"
Porto Alegre (RS),agosto 2016,"-0,01","0,5","0,17","-0,34","0,28","0,72","0,74","2,35","-0,01","27,4134","14,3503","4,6343","6,1556","17,7677","11,2631","10,4025","4,4222","3,5909"
Porto Alegre (RS),setembro 2016,"-0,85","1,14","-0,34","0,59","0,86","0,32","0,33","0,17","0,21","27,3107","14,3693","4,6251","6,112","17,752","11,3028","10,4415","4,5093","3,5773"
Porto Alegre (RS),outubro 2016,"0,57","-0,24","0,1","1,19","-0,19","0,63","0,11","0,09","0,16","27,0259","14,5061","4,6005","6,1366","17,8712","11,3169","10,4564","4,5082","3,5781"
Porto Alegre (RS),novembro 2016,"0,12","0,18","0,5","0,61","0,69","0,37","0,76","0,13","-0,07","27,1102","14,4346","4,5934","6,194","17,7915","11,3589","10,4415","4,5011","3,5748"
Porto Alegre (RS),dezembro 2016,"-0,02","-2,66","-0,08","0,87","0,98","0,29","0,85","-0,07","0,09","27,0432","14,4071","4,5995","6,2093","17,8495","11,3593","10,4828","4,4902","3,559"
Porto Alegre (RS),janeiro 2017,"0,79","0,19","-0,09","-1,37","-0,58","0,38","0,51","0,18","0,86","27,0496","14,0291","4,5978","6,2656","18,0326","11,3967","10,5761","4,4891","3,5636"
Porto Alegre (RS),fevereiro 2017,"-0,55","0,55","0,68","-0,97","-0,73","1,12","0,52","5,89","0,7","27,2149","14,0298","4,5852","6,1687","17,8951","11,4188","10,6109","4,4888","3,5878"
Porto Alegre (RS),março 2017,"1,07","0,95","-0,74","-0,22","-0,92","0,42","0,02","0,21","-0,84","27,0001","14,0729","4,6053","6,0943","17,7223","11,5187","10,6405","4,7418","3,6042"
Porto Alegre (RS),abril 2017,"0,8","-1,26","0,23","0,78","-0,12","0,91","-0,08","0,17","1,03","27,2221","14,1717","4,5601","6,0663","17,5174","11,5398","10,6168","4,7405","3,5652"
Porto Alegre (RS),maio 2017,"-0,65","1,98","-0,09","0,67","1,34","0,57","0,3","0,3","-0,13","27,3794","13,9627","4,5605","6,1006","17,4595","11,6192","10,5854","4,7384","3,5943"
Porto Alegre (RS),junho 2017,"-0,94","-1,4","-0,54","1,46","-0,01","0,38","0,42","0,31","0,06","27,072","14,1714","4,5349","6,1123","17,6091","11,6304","10,5675","4,7299","3,5726"
Porto Alegre (RS),julho 2017,"-0,41","1,16","-0,28","-1,01","-1,04","0,25","0,51","0,07","-0,05","26,8943","14,0127","4,5233","6,2194","17,6573","11,7081","10,642","4,7581","3,5847"
Porto Alegre (RS),agosto 2017,"-1,02","1,13","0,31","-0,68","2,52","0,52","0,37","-0,59","-1,19","26,8164","14,1922","4,516","6,1643","17,4952","11,7522","10,7095","4,767","3,5872"
Porto Alegre (RS),setembro 2017,"-0,58","-0,26","0,09","0,49","0,81","0,26","0,16","0,13","0,76","26,4567","14,3049","4,515","6,102","17,8772","11,7743","10,7137","4,7234","3,5328"
Porto Alegre (RS),outubro 2017,"0,16","0,85","-0,43","0,25","-0,22","0,58","0,94","0,26","0,49","26,2849","14,2586","4,5161","6,1278","18,0092","11,7966","10,7235","4,7264","3,5571"
Porto Alegre (RS),novembro 2017,"0,01","1,19","0,3","0,66","1,51","0,22","0,09","0,11","0,32","26,2441","14,3336","4,4825","6,1237","17,9131","11,8268","10,7898","4,7234","3,5632"
Porto Alegre (RS),dezembro 2017,"-0,11","-0,34","-0,59","0,83","1,49","0,28","0,15","0,31","-0,06","26,1022","14,4243","4,4715","6,1304","18,0849","11,7886","10,7403","4,7028","3,5549"
Porto Alegre (RS),janeiro 2018,"0,98","1,33","0,45","-1,82","1,32","0,35","0,3","0,17","0,08","26,0011","14,3362","4,4328","6,1641","18,303","11,7885","10,727","4,7044","3,5429"
Porto Alegre (RS),fevereiro 2018,"-0,6","0,71","-0,1","-1,27","0,07","0,28","0,12","3,29","-0,01","26,0792","14,4291","4,4226","6,011","18,419","11,7503","10,6862","4,6807","3,5219"
Porto Alegre (RS),março 2018,"0,5","-0,37","-0,94","0,84","-0,36","0,4","0,36","0,39","-0,4","25,9027","14,5204","4,4147","5,9297","18,4181","11,7741","10,6909","4,8307","3,5186"
Porto Alegre (RS),abril 2018,"0,57","0,88","0,97","0,83","-0,21","0,75","-0,06","-0,07","-0,09","26,004","14,451","4,3683","5,9732","18,3323","11,8082","10,7181","4,8442","3,5007"
Porto Alegre (RS),maio 2018,"0,54","0,91","1,05","0,34","1,49","0,56","0,58","0,11","0,15","26,0463","14,5199","4,3927","5,9983","18,2208","11,8491","10,668","4,8215","3,4834"
Porto Alegre (RS),junho 2018,"1,94","2,58","0,26","0,62","2,31","0,47","0,24","-0,05",0,"25,9924","14,5428","4,4061","5,974","18,3543","11,8264","10,6503","4,7912","3,4626"
Porto Alegre (RS),julho 2018,"-0,87","1,03","0,16","-0,62","0,55","0,11","0,39",0,0,"26,1223","14,7079","4,3551","5,926","18,5136","11,7142","10,5256","4,7215","3,4139"
Porto Alegre (RS),agosto 2018,"0,16","0,1","0,54","-0,59","-1,46","0,68","0,5","-0,06","-0,03","25,8823","14,8526","4,3599","5,8862","18,6059","11,7207","10,5613","4,7189","3,4121"
Porto Alegre (RS),setembro 2018,"0,37","0,88","-0,52","0,62","1,42","0,2","0,28","0,31","0,05","25,9491","14,8819","4,3879","5,8571","18,3529","11,8116","10,6241","4,7209","3,4145"
Porto Alegre (RS),outubro 2018,"1,4","0,26","1,16","-0,3","1,48","0,29","-0,17","-0,06","-0,03","25,8979","14,9275","4,3404","5,8597","18,5084","11,7678","10,593","4,7086","3,3967"
Porto Alegre (RS),novembro 2018,"0,22","-1,36","0,59","-0,41","-1,21","-0,82","0,33","0,13","0,02","26,0729","14,859","4,3591","5,8004","18,6476","11,7177","10,4997","4,6722","3,3713"
Porto Alegre (RS),dezembro 2018,"0,75","0,22","0,62","1,15","-0,83","0,43","0,33","0,11","0,06","26,2412","14,7194","4,4034","5,8013","18,5006","11,6708","10,5787","4,6981","3,3864"
Porto Alegre (RS),janeiro 2019,"0,29","0,92","-0,07","-1,82","-1,25","0,86","0,97","0,14","-0,04","26,37","14,7125","4,4193","5,8525","18,2989","11,6907","10,5859","4,6909","3,3795"
Porto Alegre (RS),fevereiro 2019,"0,2","0,32","0,2","-0,48","-1,39","0,85","0,24","4,14","-0,04","26,4253","14,8352","4,4124","5,7411","18,0556","11,7819","10,6797","4,6935","3,3755"
Porto Alegre (RS),março 2019,"1,69","0,32","0,66","1,15","2,62","0,85","0,21","0,29","-0,33","26,4393","14,8605","4,4147","5,705","17,7774","11,8648","10,689","4,8803","3,3691"
Porto Alegre (RS),abril 2019,"0,63",0,"-0,56","-0,13","2,82","1,65","-0,06","0,07","-0,02","26,5716","14,7337","4,3918","5,7033","18,0309","11,826","10,5862","4,8377","3,3188"
Porto Alegre (RS),maio 2019,"-0,93","0,93","0,67","0,96","0,04","0,74","0,49","0,01","-0,05","26,5166","14,6118","4,3312","5,6485","18,3859","11,9221","10,4923","4,8009","3,2907"
Porto Alegre (RS),junho 2019,"-0,5","-0,6","-0,43","0,29","-1,54","0,64","0,12","0,17","0,03","26,2387","14,7308","4,3552","5,6958","18,3709","11,9961","10,5316","4,7957","3,2852"
Porto Alegre (RS),julho 2019,"0,82","1,39","-0,39","-0,16","0,61","-0,27","0,36","0,06","0,63","26,2148","14,7023","4,3541","5,7356","18,1614","12,122","10,5868","4,8234","3,2997"
Porto Alegre (RS),agosto 2019,"0,26","1,19","0,17","-0,22","-1,5","-0,46","0,12","0,53","0,28","26,2899","14,8268","4,3139","5,6962","18,1758","12,0253","10,5688","4,8007","3,3027"
Porto Alegre (RS),setembro 2019,"-0,34","-0,05","-0,57","0,7","-0,12","0,67","-0,17","0,07","0,06","26,3684","15,009","4,3231","5,6861","17,9104","11,9753","10,5864","4,828","3,3133"
Porto Alegre (RS),outubro 2019,"-0,26","-0,74","-0,05","0,18","0,39","0,5","0,3","-0,06","-0,01","26,2886","15,0068","4,2997","5,7281","17,8949","12,0599","10,5725","4,8331","3,3163"
Porto Alegre (RS),novembro 2019,"0,04","0,52","-0,29","0,48","0,68","0,2","2,05","-0,05","0,06","26,223","14,8981","4,2982","5,7393","17,9667","12,1217","10,6056","4,8309","3,3166"
Porto Alegre (RS),dezembro 2019,"3,19","-1,75","-0,21","1,35","1,82","0,55","0,76","0,13","0,84","26,1122","14,9054","4,2657","5,74","18,005","12,0896","10,7728","4,806","3,3032"
